id,sum,average,min,max
chr6:166701641-166703667(),10402,10.402,2,27
chr6:157711614-157713635(),6693,6.693,1,34
chr1:152534317-152536338(),6980,6.98,1,38
chr22:37823801-37825846(),34041,34.041,5,85
chr9:63817369-63819406(),9334,9.334,2,38
chr4_KI270896v1_alt:358558-360603(),25673,25.673,3,76
chr4:190021027-190023072(),25806,25.806,3,73
chr20:29409969-29412007(),13742,13.742,2,45
chr14_GL000225v1_random:88889-90925(),13768,13.768,1,45
chr14:16029754-16031792(),9664,9.664,2,34
chrUn_KI270442v1:241708-243746(),12577,12.577,2,34
chr4:190064232-190066277(),17506,17.506,2,68
chr4:190173366-190175411(),25995,25.995,2,77
chr4:190090597-190092642(),26211,26.211,2,66
chr4:190087297-190089342(),25717,25.717,2,74
chr4:190084004-190086049(),26542,26.542,2,80
chr4:190080710-190082755(),26002,26.002,2,62
chr4:190077410-190079455(),25540,25.54,2,63
chr4:190074117-190076162(),24856,24.856,2,69
chr4:190070824-190072869(),25951,25.951,2,71
chr4:190067527-190069572(),25771,25.771,2,63
chr20:29760713-29762751(),13012,13.012,2,37
chr14_GL000225v1_random:52417-54438(),15275,15.275,1,44
chr10:133663433-133665478(),17811,17.811,2,56
chr10:133666743-133668788(),25829,25.829,2,71
chr10:133670042-133672087(),25590,25.59,2,67
chr10:133673341-133675386(),26329,26.329,2,74
chr10:133676651-133678696(),25926,25.926,2,75
chr10:133759449-133761494(),25215,25.215,2,80
chr10:133756150-133758195(),26643,26.643,2,85
chr10:133752840-133754885(),25980,25.98,2,76
chr10:133749541-133751586(),25050,25.05,2,65
chr10:133746232-133748277(),26479,26.479,2,82
chr10:133742922-133744967(),26602,26.602,2,70
chr10:133739612-133741657(),16997,16.997,2,58
chr10:133683260-133685305(),25750,25.75,2,69
chr10:133679961-133682006(),26053,26.053,2,67
chr7:140639233-140641278(),27704,27.704,7,74
chr3:60852337-60854357(),6256,6.256,2,16
chr22_KI270731v1_random:144320-146373(),8742,8.742,0,39
chr22:21150271-21152324(),8392,8.392,0,39
chr22:18652887-18654940(),8787,8.787,0,44
chr22:18403338-18405391(),9130,9.13,0,44
chr13:48320068-48322104(),13828,13.828,3,52
chr22:21340272-21342325(),8772,8.772,0,45
chr22:18714491-18716544(),8722,8.722,0,43
chr22:18219238-18221291(),8671,8.671,0,44
chr7:152893613-152895658(),17970,17.97,3,46
chr1:168224998-168227043(),23391,23.391,5,60
chr2:222301461-222303506(),10515,10.515,2,33
chr16_KI270853v1_alt:738799-740844(),12302,12.302,4,41
chr16:18379292-18381337(),12279,12.279,4,47
chr16:18339181-18341226(),12201,12.201,4,38
chr16:15130019-15132064(),12966,12.966,4,34
chr16:2102198-2104243(),12780,12.78,4,37
chr16_KI270853v1_alt:2031727-2033772(),11383,11.383,4,37
chr16_KI270853v1_alt:533190-535235(),12308,12.308,4,38
chr16:16370680-16372725(),11910,11.91,4,43
chr16:16327377-16329422(),12285,12.285,4,31
chr16:14928892-14930937(),12218,12.218,4,36
chr8:132480034-132482079(),35053,35.053,9,86
chr2:189666299-189668319(),7947,7.947,5,15
chr18:10169127-10171147(),8704,8.704,0,35
chr16:9502696-9504716(),1121,1.121,1,5
chr5:177781738-177783783(),16793,16.793,4,45
chr5:178006019-178008064(),20853,20.853,4,58
chr5:176060302-176062347(),21507,21.507,4,55
chr6:166899683-166901728(),18944,18.944,4,57
chr11:1936645-1938692(),11736,11.736,1,37
chr2:201617863-201619908(),11133,11.133,3,36
chr22:30386448-30388493(),29377,29.377,5,88
chr5:17490282-17492341(),8438,8.438,0,32
chr5:162362880-162364913(),4211,4.211,2,27
chr2:25330373-25332408(),4232,4.232,0,18
chr17:66382341-66384361(),8270,8.27,3,16
chr12:129081408-129083432(),12573,12.573,2,42
chr3:184561776-184563821(),18571,18.571,2,72
chr7:57381944-57383964(),13814,13.814,2,44
chr2:96838438-96840483(),14332,14.332,1,43
chr10:119541922-119543967(),26218,26.218,3,87
chr2:230847039-230849084(),16395,16.395,2,44
chr1:155192625-155194670(),13295,13.295,2,37
chr19:48442893-48444938(),25631,25.631,5,88
chr7:6854241-6856286(),19825,19.825,2,73
chr1:154626305-154628350(),15133,15.133,1,52
chr17_KI270909v1_alt:309069-311114(),11009,11.009,2,29
chr17_KI270909v1_alt:207507-209552(),10462,10.462,1,31
chr17_KI270909v1_alt:119470-121515(),10826,10.826,2,30
chr17_KI270857v1_alt:2216463-2218508(),11093,11.093,1,33
chr17_KI270857v1_alt:684350-686395(),11244,11.244,1,34
chr17_KI270857v1_alt:663204-665249(),10941,10.941,1,32
chr17_KI270857v1_alt:612122-614167(),10961,10.961,1,29
chr17_KI270857v1_alt:488230-490275(),10979,10.979,1,32
chr17_KI270857v1_alt:400275-402320(),11119,11.119,1,40
chr17:36165367-36167412(),11039,11.039,1,34
chr17:62264432-62266477(),9616,9.616,1,31
chr17:60007852-60009897(),9676,9.676,1,28
chr17:38181346-38183391(),10834,10.834,1,33
chr17:38057380-38059425(),11343,11.343,1,30
chr17:37977842-37979887(),11162,11.162,1,34
chr17:36449446-36451491(),11217,11.217,1,40
chr17:36428300-36430345(),10896,10.896,1,30
chr17:36377218-36379263(),11329,11.329,1,32
chr17:36253326-36255371(),11211,11.211,1,32
chr17_KI270857v1_alt:2172247-2174292(),11148,11.148,1,32
chr17_KI270857v1_alt:567930-569975(),11259,11.259,1,36
chr17:38137135-38139180(),11031,11.031,1,32
chr17:38013175-38015220(),10784,10.784,1,34
chr17:37933638-37935683(),10899,10.899,1,30
chr17:36333026-36335071(),10863,10.863,1,30
chr17:27428881-27430906(),6669,6.669,1,20
chr17:8172630-8174686(),9787,9.787,2,25
chr3:127032897-127034942(),8203,8.203,0,25
chr21:7952828-7954851(),3444,3.444,0,10
chr14:81532377-81534426(),10580,10.58,3,45
chr19:14181944-14183989(),9818,9.818,1,24
chr19:34110024-34112050(),4771,4.771,0,32
chr7:27087562-27089610(),15521,15.521,1,46
chr7:5959831-5961876(),13463,13.463,3,32
chr7:6762915-6764960(),14257,14.257,3,29
chr15:74365070-74367115(),26940,26.94,6,66
chr1:229406603-229408648(),16010,16.01,1,48
chr7:29683533-29685581(),15829,15.829,2,59
chr7:32728227-32730275(),15756,15.756,2,60
chr8:100145000-100147048(),12391,12.391,1,56
chr7:5606410-5608455(),12094,12.094,1,33
chr5:36875255-36877300(),23838,23.838,4,68
chr10:59905173-59907223(),18335,18.335,0,63
chr17:41526259-41528304(),10579,10.579,2,36
chrX:109623551-109625596(),17153,17.153,2,50
chr12:607947-610007(),19262,19.262,1,80
chrY:287635-289680(),13406,13.406,2,37
chrX:287635-289680(),13130,13.13,2,34
chr12:12265740-12267785(),18705,18.705,4,76
chr19:29664556-29666601(),27156,27.156,3,75
chr9:6901570-6903594(),5056,5.056,2,8
chr22:43410291-43412336(),12621,12.621,2,69
chr8:102653590-102655635(),27457,27.457,5,85
chr7:139776600-139778645(),36328,36.328,6,111
chr19:38334598-38336646(),11533,11.533,1,38
chr10:127500298-127502318(),3322,3.322,0,12
chr5:73119861-73121906(),19061,19.061,4,84
chr5:193905-195950(),13664,13.664,2,33
chr20:45468588-45470634(),12978,12.978,0,40
chr4:184235319-184237339(),3667,3.667,0,19
chr1:165234219-165236264(),10770,10.77,0,52
chr7:150954679-150956724(),10996,10.996,2,35
chr17:8696608-8698628(),6189,6.189,1,16
chr10:132569933-132571953(),11069,11.069,2,24
chr6:116570008-116572053(),13718,13.718,2,42
chr6:125666375-125668522(),5713,5.713,4,9
chr2:71851383-71853441(),15895,15.895,2,34
chr12:10244599-10246619(),1862,1.862,0,23
chr10:133225382-133227432(),11552,11.552,0,37
chr5:179022658-179024703(),21778,21.778,6,72
chr17:18257309-18259354(),19925,19.925,4,65
chr4:89835480-89837525(),10584,10.584,3,32
chr14:65101301-65103346(),19887,19.887,6,53
chr2:25341424-25343469(),25930,25.93,3,100
chr1:115337269-115339314(),14405,14.405,2,68
chr12:8081001-8083050(),13153,13.153,2,52
chr2:130228609-130230657(),12937,12.937,0,68
chr2:131443586-131445634(),8760,8.76,0,63
chr19:9434081-9436126(),12305,12.305,4,54
chr1:145095128-145097173(),19959,19.959,2,47
chr19:3052232-3054261(),7113,7.113,2,28
chr1:206201699-206203744(),19822,19.822,2,50
chr1:143970815-143972860(),19833,19.833,2,50
chr1:121183164-121185209(),19747,19.747,3,47
chr6:41426953-41428998(),21109,21.109,2,72
chr17:48595089-48597135(),12208,12.208,1,50
chr10:111475087-111477142(),5081,5.081,0,23
chr5:81750656-81752701(),23039,23.039,3,64
chr3:183824127-183826172(),29211,29.211,3,93
chr19:49850491-49852536(),27130,27.13,2,103
chrX:111095375-111097421(),20641,20.641,2,49
chr9:121650126-121652186(),8629,8.629,3,55
chr7:128399933-128401995(),4355,4.355,0,28
chr3:30265972-30267992(),1030,1.03,0,5
chr10:70402989-70405034(),17271,17.271,2,92
chr19:1748658-1750703(),35024,35.024,8,77
chr19:51338749-51340794(),11809,11.809,0,72
chr17:48611120-48613165(),15194,15.194,1,37
chr11:57566538-57568561(),15551,15.551,2,74
chr11:71452060-71454105(),26167,26.167,6,53
chr9:135785202-135787247(),19050,19.05,3,52
chr17:81518242-81520287(),26190,26.19,4,68
chr19:41882166-41884211(),30142,30.142,6,72
chr12:99515574-99517594(),8765,8.765,1,25
chr10_GL383546v1_alt:214369-216414(),21644,21.644,1,68
chr10:45373538-45375583(),21053,21.053,1,63
chr3:38164817-38166862(),30615,30.615,5,67
chr5:1385234-1387279(),16176,16.176,2,51
chr5_KI270791v1_alt:126729-128774(),16693,16.693,2,56
chr15:68362258-68364278(),938,0.938,0,3
chr6:156974060-156976099(),6442,6.442,1,20
chr2:39766116-39768136(),2931,2.931,1,30
chr15:77632252-77634297(),22586,22.586,3,76
chr7:1724901-1726921(),6320,6.32,1,29
chr21:45403594-45405639(),15367,15.367,4,75
chr1:11848921-11850941(),1801,1.801,0,23
chr7:74173654-74175699(),27767,27.767,3,111
chr3:125373809-125375854(),15242,15.242,4,45
chr5:145834629-145836677(),13929,13.929,2,58
chr4:44677727-44679772(),16744,16.744,1,56
chr2:130341377-130343423(),10199,10.199,2,28
chr16:66603720-66605765(),29234,29.234,6,84
chr9:121861506-121863527(),4138,4.138,0,15
chr17:81120725-81122770(),10202,10.202,0,52
chr17:79181991-79184036(),37576,37.576,6,99
chr12:128266513-128268558(),28266,28.266,6,76
chr5:100534190-100536243(),13447,13.447,3,45
chr10:76570978-76572998(),6331,6.331,2,23
chr12:65168371-65170416(),16099,16.099,3,62
chr19:12259141-12261189(),10553,10.553,1,33
chr3:170653198-170655227(),12098,12.098,1,29
chr4:166055731-166057752(),928,0.928,0,7
chr10:90208083-90210103(),1013,1.013,0,6
chr1:62197476-62199521(),9807,9.807,1,36
chr7:5554030-5556075(),21903,21.903,2,65
chr19:33297456-33299501(),6114,6.114,1,24
chr15:34581620-34583665(),12255,12.255,1,33
chr15:34435529-34437567(),10149,10.149,0,56
chr15:28886061-28888093(),12220,12.22,2,34
chr3:183253132-183255177(),31479,31.479,3,88
chr1:227946788-227948833(),37098,37.098,7,103
chr19:52855935-52857980(),9955,9.955,3,31
chr16:56518526-56520580(),12180,12.18,1,50
chr6:41071191-41073240(),11552,11.552,0,47
chr1:152212602-152214647(),10881,10.881,1,32
chr1:152215422-152217467(),12405,12.405,1,36
chr1:152216832-152218877(),11989,11.989,1,32
chr1:152217623-152219772(),8057,8.057,2,29
chr1:152216213-152218362(),7504,7.504,2,23
chr1:152214803-152216952(),6851,6.851,1,20
chr1:152213393-152215414(),7943,7.943,1,27
chr17:39224798-39226843(),24230,24.23,3,66
chr13:27926974-27929019(),16293,16.293,1,41
chr3:129278390-129280435(),16682,16.682,2,68
chr21:33069239-33071284(),25927,25.927,6,89
chr6:157980200-157982245(),19826,19.826,5,60
chr19:14208729-14210774(),22309,22.309,2,54
chr17:79169990-79172011(),9318,9.318,1,34
chr8:116765243-116767303(),16155,16.155,3,51
chr22:47747902-47749922(),4831,4.831,0,22
chr14:32938267-32940318(),24914,24.914,0,84
chr11:72821125-72823170(),28653,28.653,8,63
chrX:18855179-18857200(),6578,6.578,1,21
chr18:35948899-35950958(),8323,8.323,0,41
chr5:127033485-127035506(),5902,5.902,0,24
chr21:45636912-45638959(),13133,13.133,0,41
chr14:78896371-78898669(),750,0.75,0,9
chr9:129349170-129351219(),8800,8.8,1,26
chr11:32200004-32202030(),2687,2.687,0,19
chr5:119070515-119072560(),20267,20.267,3,62
chr11_KI270903v1_alt:167278-169323(),16626,16.626,5,51
chr11:1693532-1695577(),16782,16.782,5,44
chr21:45265941-45267986(),12889,12.889,1,36
chr14:68785187-68787207(),2505,2.505,1,5
chr15:75577952-75580008(),22730,22.73,3,77
chr6:161645589-161647634(),14442,14.442,2,64
chr1:208190429-208192826(),8212,8.212,2,22
chr3:52238250-52240295(),29291,29.291,6,68
chr5:611394-613439(),31648,31.648,6,78
chr5_KI270793v1_alt:13457-15502(),31797,31.797,7,81
chr13:113059430-113061480(),10791,10.791,1,35
chr11:129815202-129817247(),20302,20.302,5,61
chr19:44706860-44708905(),11251,11.251,3,21
chr4:657834-659879(),10103,10.103,1,24
chr19:5821207-5823253(),14328,14.328,2,43
chr1:228734253-228736298(),33662,33.662,5,87
chr3:137760200-137762245(),14357,14.357,1,36
chr1:146471161-146473206(),8575,8.575,2,42
chr1:149102920-149104965(),8730,8.73,2,37
chr1:144461028-144463073(),9166,9.166,2,43
chr1:143642766-143644855(),9716,9.716,3,39
chrY:340123-342168(),17458,17.458,2,51
chrX_KI270880v1_alt:23296-25341(),17337,17.337,2,43
chrX:340123-342168(),17316,17.316,2,49
chr13:31199128-31201173(),37114,37.114,4,105
chr9:127733886-127735931(),12644,12.644,0,55
chr3:81419473-81421493(),1872,1.872,1,5
chr6:168015226-168017280(),9243,9.243,0,27
chr3:80447617-80449637(),1406,1.406,0,4
chr4:116598174-116600219(),11523,11.523,3,33
chr5:141968272-141970318(),20202,20.202,1,56
chrX:49269403-49271448(),29208,29.208,5,87
chr1:193120567-193122622(),13476,13.476,2,77
chr13:50842890-50844936(),14148,14.148,2,46
chrX:153075338-153077383(),25146,25.146,8,66
chrX:153072647-153074692(),25283,25.283,8,65
chr9:32549748-32551793(),27102,27.102,4,65
chr9:7798295-7800340(),9043,9.043,1,35
chr10:47298944-47300989(),10652,10.652,0,71
chr15:89370759-89372804(),23157,23.157,4,82
chr17:44353587-44355632(),31092,31.092,3,105
chr19:2730673-2732718(),13884,13.884,4,34
chr19:55361222-55363267(),11310,11.31,0,33
chr1:21832464-21834484(),6547,6.547,0,20
chr1:226307710-226309755(),20992,20.992,7,59
chr20:62475138-62477183(),29284,29.284,6,73
chr7:135661570-135663615(),21985,21.985,3,57
chr5:132287099-132289122(),9057,9.057,1,31
chr7:73623562-73625607(),21214,21.214,3,59
chr14:63852550-63854595(),28476,28.476,4,75
chr11:66291467-66293512(),12603,12.603,1,50
chr2:222290269-222292314(),16241,16.241,3,43
chr19:3368429-3370481(),11920,11.92,1,37
chr12:132246546-132248591(),10666,10.666,1,42
chr5:128200731-128202776(),8832,8.832,1,35
chr6_GL000256v2_alt:2845621-2847671(),6445,6.445,1,22
chr6_GL000255v2_alt:2802189-2804239(),6641,6.641,1,21
chr6_GL000254v2_alt:2888272-2890322(),6663,6.663,1,21
chr6_GL000253v2_alt:2851386-2853436(),6664,6.664,1,21
chr6_GL000252v2_alt:2794103-2796153(),6105,6.105,1,21
chr6_GL000251v2_alt:3023663-3025713(),6803,6.803,1,23
chr6:31546338-31548388(),6713,6.713,1,23
chr4:153617501-153619521(),10956,10.956,0,30
chr7:999478-1001523(),10532,10.532,2,32
chr11:95228706-95230766(),5448,5.448,2,14
chr6:43362416-43364439(),3735,3.735,0,13
chr18:70429209-70431232(),14948,14.948,3,35
chr11:17227225-17229273(),12161,12.161,1,33
chr11:23519294-23521316(),3517,3.517,1,23
chr1:125066333-125068364(),7842,7.842,2,27
chr5:115264517-115266538(),7685,7.685,2,18
chr17_KI270857v1_alt:809227-811249(),8339,8.339,0,24
chr17:36574323-36576345(),8434,8.434,0,26
chr11:123092987-123095009(),4689,4.689,1,29
chr3:143970022-143972067(),18893,18.893,4,45
chr19:33905727-33907772(),17986,17.986,2,55
chr16:4846102-4848147(),26989,26.989,3,103
chr1:202806597-202808642(),19305,19.305,4,68
chr13:44373257-44375302(),17824,17.824,5,72
chr9:16870631-16872676(),22241,22.241,3,62
chr6_GL000256v2_alt:4858753-4860798(),24428,24.428,10,58
chr6:33410026-33412071(),24495,24.495,10,59
chr2:102617846-102619892(),8809,8.809,1,43
chr7:157612152-157614197(),20175,20.175,3,59
chr2:219536714-219538734(),4602,4.602,0,14
chr20:56624165-56626210(),12705,12.705,1,47
chr21:31342810-31344862(),16454,16.454,2,45
chr18:72041975-72044015(),1876,1.876,0,4
chr5:157857692-157859741(),11500,11.5,1,51
chr17_KI270857v1_alt:2776602-2778622(),2275,2.275,0,13
chr17:38741283-38743303(),2249,2.249,0,12
chr3:146159887-146161932(),22322,22.322,3,71
chr15:72230385-72232439(),22523,22.523,2,64
chr11:7986512-7988557(),28955,28.955,8,61
chr18:36186680-36188725(),25403,25.403,4,64
chr19:13148652-13150697(),12589,12.589,2,48
chr5:32414531-32416591(),7566,7.566,0,12
chr13:26050908-26052953(),30398,30.398,3,83
chr18:76612930-76614975(),14521,14.521,4,37
chr19:18432789-18434834(),33872,33.872,7,75
chr10:101816401-101818446(),5689,5.689,2,42
chr19:10060998-10063043(),10227,10.227,2,24
chr15:45117199-45119245(),10741,10.741,2,26
chr16:46842868-46844918(),11742,11.742,2,45
chr6:75600941-75602986(),29557,29.557,3,93
chr22:10570666-10572906(),28305,28.305,4,84
chr22:10698670-10700690(),25571,25.571,7,82
chr2:92073391-92075431(),17498,17.498,4,45
chr16:33769734-33771779(),35547,35.547,4,108
chr16:34013944-34016002(),25181,25.181,3,78
chr16:33483552-33485584(),26859,26.859,7,75
chr16:32277536-32279568(),26216,26.216,7,67
chr11:43582554-43584574(),8612,8.612,0,39
chr10:38600165-38602203(),15559,15.559,4,61
chr22_KI270738v1_random:5207-7232(),15770,15.77,3,39
chr16_KI270728v1_random:1073093-1075127(),25651,25.651,4,75
chr16:34499568-34502422(),16112,16.112,2,44
chr16:32084423-32086866(),26730,26.73,4,65
chr16:32810958-32812992(),24910,24.91,4,65
chr6:89657354-89659377(),3083,3.083,2,15
chr1:39080509-39082554(),35149,35.149,5,103
chr15:58769998-58772045(),20335,20.335,1,64
chrY:641043-643088(),13920,13.92,4,44
chrX:641043-643088(),13298,13.298,4,45
chr7:151876428-151878473(),31781,31.781,5,84
chr15:90529378-90531423(),32649,32.649,6,94
chr10:102064270-102066315(),27939,27.939,6,76
chr3:188153445-188155490(),20404,20.404,3,59
chr17:82064927-82066972(),29145,29.145,4,100
chrX:25001751-25003805(),24029,24.029,2,70
chr2:196924759-196926804(),6189,6.189,1,31
chr16:84577831-84579861(),2320,2.32,0,13
chr11:113642825-113644845(),7343,7.343,1,20
chr2:8313877-8315897(),6211,6.211,5,17
chr9:34957000-34959045(),33628,33.628,5,94
chr9:128918711-128920756(),4793,4.793,1,35
chr9:127702672-127704692(),12825,12.825,2,38
chr19:55257682-55259727(),33454,33.454,5,93
chr14:105299864-105301909(),36251,36.251,4,92
chr2:236167902-236169947(),18595,18.595,6,56
chr10:132942054-132944099(),17264,17.264,4,59
chr2:209144396-209146441(),17757,17.757,2,38
chr11:47175416-47177461(),14714,14.714,2,47
chr13:110913200-110915245(),28124,28.124,6,80
chr1:10794064-10796112(),25095,25.095,1,66
chr22:44728120-44730165(),11872,11.872,2,37
chr4:791456-793501(),23153,23.153,5,48
chr2:24122198-24124243(),21316,21.316,5,82
chr11:924869-926914(),40216,40.216,5,100
chr7:124030987-124033032(),10533,10.533,3,55
chr14:36583427-36585472(),13973,13.973,6,38
chr7:96708507-96710553(),14716,14.716,3,41
chr10:115093275-115095320(),19179,19.179,4,50
chr8:143485711-143487756(),9555,9.555,3,34
chr14:20630877-20632922(),8079,8.079,2,20
chr20:1184205-1186250(),34640,34.64,7,93
chr16:963801-965846(),15320,15.32,2,35
chr18:22932109-22934154(),15523,15.523,2,54
chr14:37583890-37585935(),20315,20.315,5,56
chr13:114281506-114283551(),16762,16.762,2,55
chr2:100817883-100819928(),20676,20.676,5,47
chr1:827117-829170(),11840,11.84,2,73
chr8:230733-232786(),12805,12.805,2,59
chr6:170611200-170613253(),12808,12.808,2,58
chr4:7799407-7801452(),10068,10.068,0,27
chr14:39169101-39171147(),15414,15.414,2,37
chr10:129963285-129965305(),33588,33.588,4,102
chr6_GL000256v2_alt:1097256-1099301(),11785,11.785,2,47
chr6_GL000254v2_alt:1053756-1055801(),12199,12.199,2,54
chr6_GL000253v2_alt:1053681-1055726(),12175,12.175,2,47
chr6_GL000252v2_alt:1054090-1056135(),11668,11.668,2,49
chr6:29791105-29793150(),12477,12.477,2,46
chr9:137881619-137883664(),7133,7.133,1,25
chr7:159229935-159231995(),12518,12.518,1,39
chr11:107017374-107019419(),40400,40.4,7,116
chr22:41062995-41065040(),13437,13.437,3,36
chr5:216869-218929(),12619,12.619,0,62
chr9:103338120-103340141(),3318,3.318,0,16
chr1:43452656-43454701(),33246,33.246,7,84
chr13:49246740-49248796(),10833,10.833,1,30
chr8:100845656-100847676(),6093,6.093,0,22
chr22:18748362-18750413(),16756,16.756,3,54
chr22:18490996-18493047(),17002,17.002,3,61
chr22_KI270734v1_random:98593-100644(),17424,17.424,3,82
chr22:18369651-18371702(),16523,16.523,3,55
chrX:106998279-107000324(),14305,14.305,5,81
chr12:120102906-120104951(),12965,12.965,3,31
chr16:88720567-88722612(),12129,12.129,2,42
chr1:52141652-52143697(),23510,23.51,4,76
chr7:130372747-130374792(),8039,8.039,3,23
chrX:136878882-136880942(),8478,8.478,0,36
chr2:140841555-140843995(),1974,1.974,1,5
chr8:80577745-80579791(),19666,19.666,5,53
chr12:132584233-132586278(),12246,12.246,2,32
chr8:139701294-139703339(),12676,12.676,0,61
chr2:233460115-233462160(),11130,11.13,3,40
chr8:31493676-31495701(),5050,5.05,2,15
chr6:56432433-56434492(),14984,14.984,1,44
chr5:87118470-87120491(),3764,3.764,2,14
chr4:183554941-183556962(),3473,3.473,0,28
chr3:168562964-168564984(),2204,2.204,1,18
chr3:113845569-113847589(),8886,8.886,0,28
chr19:42312189-42314234(),19363,19.363,3,71
chr6:10881609-10883654(),14196,14.196,1,43
chrX:2828185-2830230(),24028,24.028,4,66
chr8:144063103-144065125(),5815,5.815,0,23
chr21:13722532-13724577(),25293,25.293,1,70
chr21:6857514-6859559(),25296,25.296,1,68
chr13:18627552-18629582(),24987,24.987,3,71
chrUn_GL000213v1:24979-27024(),25757,25.757,2,64
chrX:25006388-25008433(),23693,23.693,4,62
chr19:23757358-23759414(),14345,14.345,1,39
chr8:78923274-78925300(),4365,4.365,0,27
chr5:113057035-113059055(),2455,2.455,0,17
chr2:91588940-91590985(),14249,14.249,2,58
chr1_KI270712v1_random:131926-133971(),15566,15.566,2,60
chr1:144179253-144181298(),15930,15.93,2,60
chr1:143353667-143355712(),15225,15.225,2,57
chr1:144785089-144787134(),16470,16.47,2,57
chr5_KI270792v1_alt:78389-80434(),12605,12.605,2,53
chr5:1059872-1061917(),12965,12.965,2,69
chr2:45231-47276(),34903,34.903,6,84
chr7:65037891-65039936(),21219,21.219,1,59
chr12:88628710-88630730(),122,0.122,0,4
chr13:50123102-50125147(),31454,31.454,10,67
chr10:97317720-97319775(),9843,9.843,0,42
chr6:34234954-34236999(),19747,19.747,3,54
chr5:84406267-84408590(),10207,10.207,4,18
chr4:168630472-168632527(),13506,13.506,1,46
chr10:80145000-80147306(),14023,14.023,3,38
chr12:100141580-100143627(),25049,25.049,0,81
chr9:135992660-135994714(),9239,9.239,2,30
chrX:132217192-132219237(),20503,20.503,3,54
chr19:51701471-51703516(),9143,9.143,3,32
chr5:55225467-55227512(),12116,12.116,3,64
chr11:61160034-61162088(),17717,17.717,2,66
chr3:48087833-48089878(),29800,29.8,7,76
chr2:219626928-219628973(),18179,18.179,3,91
chr22:43087981-43090041(),11310,11.31,0,49
chr7:516140-518185(),26919,26.919,5,76
chr2:74553268-74555314(),21540,21.54,3,68
chr9:136204630-136206650(),5139,5.139,1,29
chr7:935964-938009(),10443,10.443,0,31
chr10:68074343-68076388(),20499,20.499,7,65
chr20:21701545-21703590(),10006,10.006,2,29
chr16:30369039-30371084(),29792,29.792,4,91
chr16:4260799-4262844(),19448,19.448,3,59
chr20:35472900-35474920(),4940,4.94,1,15
chr6:74780976-74782996(),12314,12.314,3,38
chr15_KI270850v1_alt:121927-123972(),14768,14.768,2,44
chr15:84500045-84502090(),14146,14.146,2,49
chr15:84421284-84423329(),14808,14.808,2,46
chr15_KI270850v1_alt:233189-235234(),12077,12.077,1,41
chr15:84171481-84173526(),12795,12.795,1,43
chr15:82444157-82446202(),13636,13.636,1,44
chr7:148698288-148700333(),30504,30.504,4,88
chr5:11383530-11385575(),14242,14.242,2,52
chr14:61320739-61322784(),22319,22.319,3,60
chr11:113384818-113386853(),1656,1.656,0,6
chr6:131807175-131809220(),30883,30.883,2,82
chr19:49523461-49525506(),9831,9.831,2,28
chr10:101829803-101831848(),19783,19.783,2,47
chr3:33438452-33440503(),11228,11.228,1,56
chr17:48551153-48553198(),11644,11.644,1,34
chr2:208123190-208125235(),16002,16.002,1,43
chr2:51774340-51776385(),6391,6.391,1,28
chr9:37574860-37576914(),13935,13.935,2,57
chr7:22853454-22855499(),23332,23.332,5,61
chr14:103715500-103717545(),21359,21.359,2,84
chr16:2177588-2179633(),28469,28.469,2,87
chr19:12789110-12791155(),26781,26.781,4,71
chr14:77706625-77708677(),12734,12.734,2,51
chr9:109779356-109781401(),19611,19.611,3,84
chr10:101066985-101069030(),9028,9.028,1,33
chr15:70100299-70102345(),6927,6.927,1,36
chr4:4863649-4865704(),12699,12.699,2,39
chr20:64037690-64039735(),31514,31.514,7,81
chr17:79315078-79317126(),5667,5.667,0,24
chr9:108525330-108527353(),2455,2.455,0,5
chr8:118728485-118730507(),7644,7.644,1,19
chr4:155666084-155668129(),12958,12.958,0,38
chr19_KI270865v1_alt:37760-39788(),5539,5.539,1,27
chr19:1143855-1145883(),5470,5.47,1,27
chr19:9906651-9908682(),6887,6.887,0,30
chr1:228022349-228024369(),2140,2.14,0,16
chrY:1182149-1184175(),8749,8.749,1,31
chrX:53075480-53077504(),8165,8.165,1,27
chrX:1182149-1184175(),8408,8.408,1,35
chr8:77841532-77843553(),4112,4.112,0,39
chr20:48148104-48150127(),8037,8.037,0,29
chr12:27779084-27781129(),32931,32.931,5,93
chr2:24491019-24493064(),34190,34.19,7,77
chr16:68235299-68237344(),20861,20.861,2,71
chr17_KI270862v1_alt:340359-342404(),14196,14.196,4,42
chr17:1398333-1400378(),13896,13.896,4,36
chr5:178341218-178343587(),2906,2.906,1,20
chr18:22163990-22166035(),14053,14.053,1,62
chr5:1806931-1808979(),13207,13.207,5,30
chr1:167713989-167716048(),10064,10.064,0,56
chr2:219448099-219450144(),17786,17.786,2,74
chr19:14126342-14128373(),5821,5.821,2,27
chr11:31826285-31828334(),17854,17.854,1,48
chr15:52303083-52305103(),1593,1.593,0,14
chr19:45438873-45440918(),31511,31.511,9,76
chr15:36885532-36887592(),9654,9.654,2,22
chr22:37848295-37850340(),17757,17.757,1,55
chr19:17327233-17329278(),21836,21.836,6,51
chr5:600983-603028(),15221,15.221,2,43
chr5_KI270793v1_alt:23868-25913(),14929,14.929,1,40
chr19:37269409-37271454(),11713,11.713,3,40
chr19:37271950-37273995(),11440,11.44,3,35
chr19:37274477-37276522(),11879,11.879,3,39
